Field Name,Label,Type,Required,Unique,Picklist Values
DTAG_Matched_Landed_Cost_Value__c,Landed Cost Percentage,double,False,False,
DTAG_Matched_Landed_Cost__c,Matched Landed Cost,reference,False,False,
DTAG_Matched_PPP_Record__c,Matched Dealer Handling,reference,False,False,
DTAG_Matched_Part_Discount_SC__c,Matched Part Discount (SC),reference,False,False,
DTAG_Net_Price_Retail__c,Net Price(Retail),currency,False,False,
DTAG_Net_Price_Wholesale__c,Net Price(Wholesale),currency,False,False,
DTAG_Net_price_Retail_PPDS__c,Net price(Retail) - PPDS,currency,False,False,
DTAG_Non_OEM_Part_Description__c,Non OEM Part Description,string,False,False,
DTAG_Part_Discount_Group_Retail__c,Part Discount Group(Retail),string,False,False,
DTAG_Part_Discount_Group_Wholesale__c,Part Discount Group(Wholesale),string,False,False,
DTAG_Part_Discount_Rate_Retail__c,Part Discount Rate(Retail),double,False,False,
DTAG_Part_Discount_Rate_Wholesale__c,Part Discount Rate(Wholesale),double,False,False,
DTAG_Part_Position__c,Part Position,double,False,False,
DTAG_Requested_Landed_Cost__c,Requested Landed Cost,currency,False,False,
DTAG_Requested_Retail_Unit_Gross_Amount__c,Requested Retail Unit Gross Amount,currency,False,False,
DTAG_Requested_Retail_Unit_Gross_Amt_BU__c,Requested Retail Unit Gross Amount,double,False,False,
DTAG_Requested_Retail_Unit_Net_Amount__c,Requested Retail Unit Net Amount,currency,False,False,
DTAG_Requested_Retail_Unit_Net_Amt_BU__c,Requested Retail Unit Net Amount,double,False,False,
DTAG_Retail_Account_Currency__c,Submitting Account Currency,string,False,False,
DTAG_Selected_DH_Percentage__c,Dealer Handling Percentage,double,False,False,
Is_Copied_From_Templated_Changed__c,Is Copied From Templated Changed,boolean,True,False,
DTAG_Core_Value_Retail_Gross_BU_Currency__c,Core Value BU (Retail Gross),double,False,False,
DTAG_Core_Value_Retail_Gross_BU__c,Core Value(Retail Gross),string,False,False,
DTAG_Core_Value_Retail_Gross_Formula_BU__c,Core Value(Retail Net)-BU Currency,double,False,False,
DTAG_Core_Value_Retail_Gross_Formula__c,Core Value(Retail Gross),currency,False,False,
DTAG_Core_Value_Retail_Net_BU_Currency__c,Core Value(Retail Net)-BU Currency,currency,False,False,
DTAG_Core_Value_Retail_Net_BU__c,Core Value(Retail Net),string,False,False,
DTAG_Core_Value_WholesaleGross_BU__c,Core Value(Wholesale Gross),string,False,False,
DTAG_Core_Value_Wholesale_Gross_BU__c,Core Value(Wholesale Gross)-BU Currency,double,False,False,
DTAG_Core_Value_Wholesale_Net_BU_Curency__c,Core Value(Wholesale Net)-BU Currency,double,False,False,
DTAG_Core_Value_Wholesale_Net_BU__c,Core Value(Wholesale Net),string,False,False,
DTAG_DH_Percentage_BU_Currency__c,Requested Dealer Handling-BU Currency,double,False,False,
DTAG_Gross_Price_Retail_BU_Currency__c,Gross Price(Retail)-BU Currency,double,False,False,
DTAG_Gross_Price_Retail_BU__c,Gross Price(Retail),string,False,False,
DTAG_Gross_Price_Wholesale_BU_Currency__c,Gross Price(Wholesale)-BU Currency,double,False,False,
DTAG_Gross_Price_Wholesale_BU__c,Gross Price(Wholesale),string,False,False,
DTAG_Gross_Price_WithoutCoreValue_BU__c,BU Gross Price(Retail-Without Corevalue),double,False,False,
DTAG_Gross_Price_WithoutCoreValue__c,Gross Price(Retail),currency,False,False,
DTAG_Net_Price_Wholesale_BU_Currency__c,Net Price(Wholesale)-BU Currency,double,False,False,
DTAG_Net_Price_Wholesale_BU__c,Net Price(Wholesale),string,False,False,
DTAG_Net_price_Retail_BU__c,Net price(Retail),string,False,False,
DTAG_Net_price_Retail_PPDS_BU_Currency__c,Net price(Retail) - PPDS,double,False,False,
DTAG_Net_price_Retail_PPDS_BU__c,Net price(Retail) - PPDS,string,False,False,
DTAG_Part_Description__c,Part Description,string,False,False,
DTAG_Part_Translated_Description__c,Part Description,string,False,False,
DTAG_Requested_Dealer_Handling_BU__c,Requested Dealer Handling (BU Currency),string,False,False,
DTAG_Requested_Landed_Cost_BU_Currency__c,Requested Landed Cost-BU Currency,double,False,False,
DTAG_Requested_Landed_Cost_BU__c,Requested Landed Cost (BU Currency),string,False,False,
DTAG_Total_Gross_Price_Retail_BU_Curency__c,Total Gross Price Of BU(Retail),double,False,False,
DTAG_Total_Gross_Price_Retail__c,Net Price(Retail),currency,False,False,
DTAG_Total_Gross_Retail_WithoutCorVal_BU__c,Total BU Gross Price(Retail),double,False,False,
DTAG_Total_Gross_Retail_WithoutCoreValue__c,Total Gross Price(Retail),currency,False,False,
DTAG_Total_Net_Price_Retail__c,Total Net Price(Retail),currency,False,False,
DTAG_Unit_Net_Price_WithoutCoreValue_BU__c,BU Unit Net Price (Without Core Value),double,False,False,
DTAG_Unit_Net_Price_WithoutCoreValue__c,Unit Net Price (Without Core Value),currency,False,False,
WOD_2_Total_Price_BU_Currency__c,Total Price BU,double,False,False,
WOD_2_Unit_Price_BU_Currency__c,Net Price(Retail)-BU Currency,double,False,False,
DT_Reason_for_using_non_standard_part__c,Reason for using this non-standard part,textarea,False,False,
DT_Root_Cause_Part__c,Root Cause Part,boolean,True,False,
DT_Root_Cause_Part_Formula__c,Root Cause Part,string,False,False,
DTAG_Req_Retail_Unit_Gross_Amt_Currency__c,Requested Retail Unit Gross Amount,string,False,False,
DTAG_Req_Retail_Unit_Net_Amt_Currency__c,Requested Retail Unit Net Amount,string,False,False,
DTAG_TotalNetBU__c,Total Net Price(Retail),string,False,False,
DTAG_Claim_f__c,Claim,string,False,False,
WOD_2__Asset__c,Asset,reference,False,False,
WOD_2__Product__c,Product,reference,False,False,
DT_Reason__c,Reason,textarea,False,False,
