LEAD_DIST_MGR__c,PRSM_Certification_Level__c,Oasis__c,MiscTypeCd__c,PRSM_Active__c,DomicileCountryCode__c,Parent_Type__c,Partner_Code__c,Tier_N_Supplier_Locations__c,PRSM_Maintenance_Supervisor_Phone__c,tvnt__Established_Business__c,PRSM_Work_Queue_Comments__c,Type_of_Account__c,PRSM_Domicile_Country__c,Active_Date__c,CurrencyIsoCode,Fleet_Account_Manager__c,SharedCd__c,WesternStar_BrandLevel_of_Authorization__c,twodcms__Active__c,AccountNumber,PRSM_Notes__c,Service_Region_Code_Primary__c,Fleet_Currency__c,OutletCd__c,Vocation_Segment__c,Customer_Account_Number__c,Dealer_Parent_Entity_ID__c,CBFC_Account_Number__c,BillingPostalCode,Export_Consolidators_Code__c,Match_Grade__c,FCCC_Anniversary_Date__c,Fleet_Program__c,Market_Segment_Code__c,Supply_Chain_Security_Membership__c,Match_Data_Profile__c,Toll_Free_Number__c,Fleet_Entity_Code__c,Service_Provider__c,ShippingStreet,Account_updated_with_MDM_CAN__c,Time_Zone__c,BillingCountry,PRSM_Override_Allow_Filing_of_Claims__c,Dealer_Code__c,PRSM_Asset__c,Brand_Description_DDC__c,PRSM_Same_as_Billing_Address__c,Pinnacle_Dealer_Location_Type__c,PRSM_DVCM_Group_Level__c,Enabled_For_Review__c,District_Service_Manager_Primary__c,Additional_States__c,Business_Associate_Type__c,Publish_to_MDM__c,PRSM_Transportation_Director_Name__c,Primary_CAN__c,PRSM_Parts_Code__c,Supply_Chain_Security_Risk_Rating__c,Email_Address__c,Archival_Extension_Requested__c,CUST_GRP_NAME__c,Regional_General_Manger_for_Service__c,tvnt__Preferred_Contact_Method__c,Facing_Dealer_Name__c,PRSM_TBBCAN__c,twodsrm__Supplier_Type__c,Parent_DNB_DUNS_Number__c,Pinnacle_Fleet_Code__c,Service__c,Brand_Description_TBB__c,Family_Group__c,Branch_ID__c,OutletTypeCd__c,Outletstatuscd__c,DNBConnect_DUNS_Number__c,Abbrev_Name__c,Location_Code__c,ShippingCountry,Legal_Name__c,BillingStreet,BrnID__c,BillingCity,PRSM_Sub_Business_Unit__c,PRSM_Override_Allow_Registration__c,PRSM_Last_Claim_Submit_Date__c,Vocation_Name__c,SEGGRP__c,Fleet_Master_Entity_ID__c,Brand_Description_FCCC__c,Senior_Regional_Parts_Manager__c,Country__c,Mismatch_Allowed__c,Fax,Fleet_Bill_To_Entity_ID__c,PRSM_Elite_Dealer__c,PRSM_Auto_Registration__c,Brand_Level_of_Authorization_FCCC__c,Location_Type__c,Dealer_ID__c,ShippingCity,Alias_org_code__c,Data_Source__c,Service_Region_Name_Primary__c,Mainframe_ID__c,Service_Phone_Number__c,Confidence_Code__c,PRMS_Notes__c,Primary_Contact_Name__c,PRSM_Parent__c,External_Country__c,PRSM_T_Currency_Code__c,Status__c,Phone,BillingState,Type,Name,Fleet_Category__c,SponsoringOutletCode__c,Clan_Name__c,Date_Last_Updated__c,USDOT__c,PRSM_Is_DTR_Un_Registered__c,PrimaryOutletCd__c,PRSM_OPR_Initials__c,Clan_Code__c,PRSM_Program_Type__c,Fleet_Location_Type__c,CountryCd__c,WOD_2__Warranty_Account_Type__c,Primary_Branch_Indicator__c,PRSM_Source__c,ShippingState,Primary_Branch_Lookup__c,Supplier_Code__c,Other_Reason__c,Cummins_Certified__c,Holding_Company__c,PRSM_ECS_Dealer__c,PRSM_Transportation_Director_Phone__c,Procede_ID__c,Brands__c,Region__c,Archival_Date__c,Date_Of_Load__c,PRSM_Customer_Process__c,PRSM_Maintenance_Supervisor_Name__c,Brand_Level_of_Authorization_TBB__c,ROWID__c,Sales_Phone_Number__c,PRSM_Work_Queue_Status__c,ShippingPostalCode,WOD_2__Dealer_Group__c,Fleet_Parent_Entity_ID__c,Request_Reason__c,Dealer_POS__c,Fleet_Division__c,Director_of_Parts__c,Archival_Requestor__c,Lead_Source__c,Parts_Phone_Number__c,FCCC_Account_Type__c,Vocation_Group__c,Account_sent_for_MDM_Incremental_Load__c,Fob__c,PRSM_Last_Charge_Back_Date__c,Dealer_Eligible_for_Pinnacle_Transaction__c,PRSM_is_MDM_Sync__c,Regional_Parts_Manager__c,Account_ready_for_MDM__c,Shop_Code__c,Dealer_Entity_ID__c,Account_Category__c,Dealer_Enrolled__c,PRSM_Override_Allow_Claim_on_Behalf__c,Brand_Description_DCC__c,Fleet_Eligible_for_Transaction__c,Used_RV_Sales__c,Service_District_Code_Primary__c,Dealer_Master_Entity_ID__c,Number_of_Vehicles__c,Branch_Name__c,EliteSupport__c,Fleet_Entity_ID__c,Allison_Certified__c,Fleet_Facing_Dealer_Code__c,Fleet_Size__c,PRSM_Account_Type__c,Freightliner_BrandLevel_of_Authorization__c,Account_sent_for_MDM_Initial_Load__c,Inactive_Date__c,Fleet_Parent_Code__c,twodcms__Primary_Email_Id__c,Dealer_Bill_To_Entity_ID__c,PRSM_Requires_Manual_Review__c
,,False,,True,,,,,,,,IND,,2017-08-23T00:00:00.000+0000,USD,,,,,,,,,,,X46236,,,45230,,,,,HZ,,,,,,AV VALLARTA,False,,Mexico,False,X46236,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,951581915,SALAS LUIS,,Mexico,,La Haciendita No. 1965,,Zapopan,,False,,,,,,,,False,,,False,False,,,,ZAPOPAN,,MDM Global Customer,,,,,,,,128,,,,JALISCO,,SALAS LUIS,,,,,,False,,DKF,,,,,Customer,False,,JA,,,,False,,False,,,,,,,,,,3880509,,Approved,45222,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,91803,,AAAAAZZAFZF,,,,,0001010101989800000000989998,,,,510 Fairview Ave APT B,False,,UNITED STATES,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,018782373,,,United States,,1227 W VALLEY BLVD 211,,ALHAMBRA,,False,,,,,,,,False,,,False,False,,,,Arcadia,,MDM Classic,,,,10,,,,203,,,+16262949803,CA,,NIAN LOGISTICS HUA,,,,,,False,,,,,,,,False,,CA,,,,False,,False,,,,,,,,,,3880507,,,91007-6771,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-08-23T00:00:00.000+0000,USD,,,,,,,,,,,X46186,,,V4W 2P5,,BAAAAZZAAAA,,,HZ,,0000000000989800000000009998,,,,27575 8TH AVE,False,,Canada,False,X46186,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,242091541,MOUNTAIN EAG,,Canada,,27575 8 Ave,,Aldergrove,,False,,,,,,,,False,,,False,False,,,,ALDERGROVE,,MDM Global Customer,,,,8,,,,000,,,,BRITISH COLUMBIA,,MOUNTAIN EAGLE TRUCKING,,,,,,False,,DKF,,,,,Customer,False,,BC,,,,False,,False,,,,,,,,,,3880506,,Approved,V4W 2P5,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-08-23T00:00:00.000+0000,USD,,,,,,,,,,,X46185,,,S0J 2A0,,AZZAAAZAZAA,,,HZ,,0098980000009800000098009998,,,,BOX 41,False,,Canada,False,X46185,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,205820991,MENNIE BEE F,,Canada,,NE 4 48 4 W3,,Parkside,,False,,,,,,,,False,,,False,False,,,,PARKSIDE,,MDM Global Customer,,,,9,,,,000,,,,SASKATCHEWAN,,MENNIE BEE FARMS,,,,,,False,,DKF,,,,,Customer,False,,SK,,,,False,,False,,,,,,,,,,3880505,,Approved,S0J 2A0,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2017-08-23T00:00:00.000+0000,USD,,,,,,,,,,,X46184,,,,,AAAAAZZABBF,,,HZ,,0002020202989800000000009998,,,,196 N REAMSTOWN RD,False,,United States,False,X46184,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,026613500,EARTH TURF W,,United States,,,,,,False,,,,,,,,False,,,False,False,,,,DENVER,,MDM Global Customer,,,,10,,,,203,,,,,,EARTH TURF WOOD,,,,,,False,,DKF,,,,,Customer,False,,PA,,,,False,,False,,,,,,,,,,3880504,,Approved,17517,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLX35921,,,,,IND,,2017-03-22T00:00:00.000+0000,USD,,,,,,,,,,,X35921,,,95205-7013,,AAAAAZAAFBA,,,HZ,,0000000000980000000000009998,,,,1801 E DR MARTIN LUTHER KING JR BLVD,False,,United States,False,X35921,,,False,,,True,,,,False,RAGHBIR SINGH,False,,,,False,,,,,,,,,,,,,,,055619710,GILLSON TRUC,,United States,GILLSON TRUCKING INC,1801 E Dr Martin Luther King Jr Blvd,,Stockton,,False,,,,,,,,False,,,False,False,,,,STOCKTON,,MDM Global Customer,,X35921,,10,,,,203,,,19254009094,California,,GILLSON TRUCKING INC,,,,,2163196.0,False,,CHE,,,,,Customer,False,,CA,,,,False,,False,,,,,,,,,,3880503,,Approved,95205,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2016-08-30T00:00:00.000+0000,USD,,,,,,,,,,,X22004,,,95380-6092,,AAAAAZAABFZ,,,HZ,,0000000000980000000000009998,,,,925 JESSICA ST,False,,United States,False,X22004,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,055279482,SINGH DAVIND,,United States,DAVINDER SINGH,925 Jessica St,,Turlock,,False,,,,,,,,False,,,False,False,,,,TURLOCK,,MDM Global Customer,,,,10,,,,203,,,2092021552,California,,SINGH DAVINDER,,,,,,False,,NJS,,,,,Customer,False,,CA,,,,False,,False,,,,,,,,,,3880502,,Approved,95380,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2015-11-09T00:00:00.000+0000,USD,,,,,,,,,,,X04208,,,,,,,,HZ,,,,,,UIO,False,,Ecuador,False,X04208,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,CONVECTOR,,Ecuador,CONVECTOR,,,,,False,,,,,,,,False,,,False,False,,,,UIO,,MDM Global Customer,,,,,,,,054,,,3211233210,,,CONVECTOR,,,,,,False,,RLC,,,,,Customer,False,,,,,,False,,False,,,,,,,,,,3880501,,Approved,0,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2011-07-13T00:00:00.000+0000,USD,,,,,,,,,,,V86622,,,,,,,,HZ,,,,,,57 RUE PRINCIPALE,False,,Canada,False,V86622,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,,HOULE MARIO,,Canada,MARIO HOULE,,,,,False,,,,,,,,False,,,False,False,,,,MONT ST MICHEL,,MDM Global Customer,,,,,,,,000,,,819587 3306,,,HOULE MARIO,,,,,,False,,JKK,,,,,Customer,False,,QC,,,,False,,False,,,,,,,,,,3880499,,Approved,J0W 1P0,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,620-432-2570,,,IND,,2006-05-17T00:00:00.000+0000,USD,,,,,,,,,,,U62528,,,66720,,AAAAAZBABZA,,,HZ,,0002020202980000000000989998,,,,315 CHANUTE 35 PKWY,False,,United States,False,U62528,,,False,,,True,,,,False,CHARLIE MCKINNEY,False,,,,False,,,,,,,,,,,,,,,037125622,CHANUTE PUBL,,United States,CHANUTE PUBLIC SCHOOL USD 413,903 W ASH ST,,CHANUTE,,False,,,,,,,,False,,,False,False,,,,CHANUTE,,MDM Global Customer,,,,10,,,,203,,,620432-2510,KS,,CHANUTE PUBLIC SCHOOL USD 413,,,,,,False,,NJS,,,,,Customer,False,,KS,,,,False,,False,620-432-2570,,,,,,,CHARLIE MCKINNEY,,3880498,,Approved,66720,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,2005-08-31T00:00:00.000+0000,USD,,,,,,,,,,,U37978,,,S4R 8R8,,BZZAAAFAZZZ,,,HZ,,0098980000000000000098989998,,,,BOX 27057,False,,Canada,False,U37978,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,251935581,SLINKEMO ENT,,Canada,SLINKEMO ENTERPRISES,PO Box 27057 Rpo Avonhurst,,Regina,,False,,,,,,,,False,,,False,False,,,,REGINA,,MDM Global Customer,,,,8,,,,000,,,306529 6205,SASKATCHEWAN,,SLINKEMO ENT,,,,,,False,,EWC,,,,,Customer,False,,SK,,,,False,,False,,,,,,,,,,3880497,,Approved,S4R 8R8,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,1995-11-28T00:00:00.000+0000,USD,,,,,,,,,,,N51233,,,95991-5407,,AZZAAAAAZFA,,,HZ,,0098980000000000000098009998,,,,PO BOX 68,False,,United States,False,N51233,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,055462618,DH TRANSPOR,,United States,,586 Franklin Ave,,Yuba City,,False,,,,,,,,False,,,False,False,,,,YUBA CITY,,MDM Global Customer,,,,10,,,,203,,,530674-5746,California,,DH TRANSPORT,,,,,,False,,JR,,,,,Customer,False,,CA,,,,False,,False,,,,,,,,,,3880496,,Approved,95992,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,FLP93260,,,,,IND,,2000-02-11T00:00:00.000+0000,USD,,,,,,,,,,,P93260,,,04444-1436,,AAAAAZZABFZ,,,HZ,,0000000000989800000000009998,,,,106 WESTERN AVE,False,,United States,False,P93260,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,037714755,HAMPDEN TOWN,,United States,TOWN OF HAMPDEN,106 Western Ave,,Hampden,,False,,,,,,,,False,,,False,False,,,,HAMPDEN,,MDM Global Customer,,P93260,,10,,,,203,,,1,Maine,,HAMPDEN TOWN OF,,,,,,False,,CHE,,,,,Customer,False,,ME,,,,False,,False,,,,,,,,,,3880495,,Approved,04444,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,True,,,,,,,,IND,,1995-10-30T00:00:00.000+0000,USD,,,,,,,,,,,N50382,,,43701-3351,,AAAAAZZABAA,,,HZ,,0000000000989800000000000098,,,,411 LINDEN AVE,False,,United States,False,N50382,,,False,,,True,,,,False,,False,,,,False,,,,,,,,,,,,,,,004281622,FARM SUPPLY,,United States,,411 Linden Ave,,Zanesville,,False,,,,,,,,False,,,False,False,,,,ZANESVILLE,,MDM Global Customer,,,,10,,,,203,,,,Ohio,,FARM SUPPLY CENTER INC,,,,,,False,,JRW,,,,,Customer,False,,OH,,,,False,,False,,,,,,,,,,3880494,,Approved,43701,,,,,,,,,,,,False,,,,False,,True,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
,,False,,False,,,,,,,,,,,USD,,,,,,,,,,,,,,78626-8408,,,,,,,,,,,608 Leander Rd,False,,United States of America,False,,,,False,,,False,,,,False,,False,,,,False,,,,,,,,,,,,,,,056263246,,,United States,,608 Leander Rd,,Georgetown,,False,,,,,,,,False,,,False,False,,,,Georgetown,,MDM Classic,,,,,,,,,,,,Texas,,N-LINE EQUIPMENT HOLDINGS,,,,,,False,,,,,,,,False,,Texas,,,,False,,False,,,,,,,,,,3880491,,,78626-8408,,,,,,,,,,,,False,,,,False,,False,,,Customer Account,,False,,,False,,,,,False,,False,,,,,False,,,,,False
