CatalogId,ParentCategoryId,Name,IsNavigational
0ZScf0000001NgvGAE,0ZGcf0000002Pf6GAE,X-Tec,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Batteries,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Cable Accessories,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Collector Rings,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Control Boards and Modules,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Din Rails and Snap Tracks,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Cables,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Contactors,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Disconnect,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Meters,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Protective Devices,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Timers,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Transformers,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Wire,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Fuses & Circuit Breakers,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Micro Switches,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Percent Timers,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Power Supply,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Pressure Transducers,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Relays,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Solenoids,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Speciality Cables,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Switches,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Terminal Strips,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Battery,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Electrical Relays and Bases,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Pressure Switches,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf7GAE,Terminal Options,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,3 Wheel Drive,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Agri-TRAC,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Articulating 4-Wheel Drive,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Articulating Track Drive,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Loegering Tracks,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,RAAFT Track,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Spider Wheel,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf8GAE,Track Drive,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Below Ground Guidance,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Furrow Guidance,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,GPS Guidance,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Inlet Components,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Linear Alignment,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Linear Carts,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Linear Options,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Power Pedestal,True
0ZScf0000001NgvGAE,0ZGcf0000002Pf9GAE,Above Ground Guidance,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Bender Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Booster Pumps,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Cable Protection Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Drive Unit Auto-Reverse Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Drop Span Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,End Gun Control Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,End of Field Stops Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Pump Connect,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Running Lights,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,VRI,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,X-TEC Options,True
0ZScf0000001NgvGAE,0ZGcf0000002OkbGAE,Machine Diagnostics,True
0ZScf0000001NgvGAE,0ZGcf0000002PfAGAU,Installation Manuals,True
0ZScf0000001NgvGAE,0ZGcf0000002PfAGAU,Owner's Manuals,True
0ZScf0000001NgvGAE,0ZGcf0000002PfAGAU,Owner's Manual,True
0ZScf0000001NgvGAE,0ZGcf0000002PfAGAU,Installation Manual,True
0ZScf0000001NgvGAE,0ZGcf0000002PfBGAU,Electrical Tools,True
0ZScf0000001NgvGAE,0ZGcf0000002PfBGAU,Field Mapping Tools,True
0ZScf0000001NgvGAE,0ZGcf0000002PfBGAU,Mechanical Tools,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Bracket and Mounts,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Drains and Couplers,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Fasteners,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Flanges and End Plates,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Flex Boots,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Half Clamps,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Hardware,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Overhang Accessories,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Overhang Cables,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Rubber Gaskets,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Span Clamps,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Span Transitions,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Truss Components,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Weldment Options,True
0ZScf0000001NgvGAE,0ZGcf0000002PfCGAU,Overhang Cable,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Boombacks,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Drop Options,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,End Guns,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Fixed Sprays,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Impact Sprinklers,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Rotating Sprays,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Sprinkler Fittings,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Sprinkler Gauges,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Sprinkler Nozzles,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Sprinkler Regulators,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Sprinkler Repair,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,U-Pipes,True
0ZScf0000001NgvGAE,0ZGcf0000002PfDGAU,Valves,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Add Span Packages,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Drive Unit Structure,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Overhang Packages,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Pipe & Stubs,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Pivot Flex Options,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Pivot Point,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Truss Angles,True
0ZScf0000001NgvGAE,0ZGcf0000001qCfGAI,Truss Rods,True
0ZScf0000001NgvGAE,0ZGcf0000002PfEGAU,Miscellaneous Merchandising,True
