CatalogId,ParentCategoryId,Name,IsNavigational
0ZScf0000001NgvGAE,,Rubber Gaskets,True
0ZScf0000001NgvGAE,,Span Clamps,True
0ZScf0000001NgvGAE,,Span Transitions,True
0ZScf0000001NgvGAE,,Truss Components,True
0ZScf0000001NgvGAE,,Weldment Options,True
0ZScf0000001NgvGAE,,Overhang Cable,True
0ZScf0000001NgvGAE,,Boombacks,True
0ZScf0000001NgvGAE,,Drop Options,True
0ZScf0000001NgvGAE,,End Guns,True
0ZScf0000001NgvGAE,,Fixed Sprays,True
0ZScf0000001NgvGAE,,Impact Sprinklers,True
0ZScf0000001NgvGAE,,Rotating Sprays,True
0ZScf0000001NgvGAE,,Sprinkler Fittings,True
0ZScf0000001NgvGAE,,Sprinkler Gauges,True
0ZScf0000001NgvGAE,,Sprinkler Nozzles,True
0ZScf0000001NgvGAE,,Sprinkler Regulators,True
0ZScf0000001NgvGAE,,Sprinkler Repair,True
0ZScf0000001NgvGAE,,U-Pipes,True
0ZScf0000001NgvGAE,,Valves,True
0ZScf0000001NgvGAE,,Add Span Packages,True
0ZScf0000001NgvGAE,,Drive Unit Structure,True
0ZScf0000001NgvGAE,,Overhang Packages,True
0ZScf0000001NgvGAE,,Pipe & Stubs,True
0ZScf0000001NgvGAE,,Pivot Flex Options,True
0ZScf0000001NgvGAE,,Pivot Point,True
0ZScf0000001NgvGAE,,Truss Angles,True
0ZScf0000001NgvGAE,,Truss Rods,True
0ZScf0000001NgvGAE,,Miscellaneous Merchandising,True
