CatalogId,CreatedDate,IsNavigational,ParentCategoryId,Name
0ZScf0000001NgvGAE,2024-09-26T20:15:16.000+0000,True,0ZGcf0000002Y90GAE,Installation Manual
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y91GAE,Electrical Tools
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y91GAE,Field Mapping Tools
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y91GAE,Mechanical Tools
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Bracket and Mounts
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Drains and Couplers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Fasteners
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Flanges and End Plates
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Flex Boots
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Half Clamps
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Hardware
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Overhang Accessories
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Overhang Cables
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Rubber Gaskets
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Span Clamps
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Span Transitions
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Truss Components
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y92GAE,Weldment Options
0ZScf0000001NgvGAE,2024-07-26T02:37:04.000+0000,True,0ZGcf0000002Y92GAE,Overhang Cable
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Boombacks
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Drop Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,End Guns
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Fixed Sprays
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Impact Sprinklers
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Rotating Sprays
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Sprinkler Fittings
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Sprinkler Gauges
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Sprinkler Nozzles
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Sprinkler Regulators
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Sprinkler Repair
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,U-Pipes
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y93GAE,Valves
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Add Span Packages
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Drive Unit Structure
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Overhang Packages
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Pipe & Stubs
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Pivot Flex Options
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Pivot Point
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Truss Angles
0ZScf0000001NgvGAE,2024-07-22T19:21:11.000+0000,True,0ZGcf0000002Y94GAE,Truss Rods
0ZScf0000001NgvGAE,2024-07-26T13:35:45.000+0000,True,0ZGcf0000002Y95GAE,Miscellaneous Merchandising
