Id,OwnerId,IsDeleted,Name,CurrencyIsoCode,CreatedDate,CreatedById,LastModifiedDate,LastModifiedById,SystemModstamp,LastViewedDate,LastReferencedDate,WOD_2__Active_From__c,WOD_2__Active_Until__c,WOD_2__Business_Units__c,WOD_2__Category_To_Apply_Degradation__c,WOD_2__Days_Covered__c,WOD_2__Default_Policy_Definition__c,WOD_2__Description__c,WOD_2__Exclusion__c,WOD_2__Extended_Policy_Cost__c,WOD_2__Inclusion__c,WOD_2__Is_Policy_Optional__c,WOD_2__Months_Covered__c,WOD_2__Payment_Definition__c,WOD_2__Policy_Filter_Condition__c,WOD_2__Pricebook_Type__c,WOD_2__Priority__c,WOD_2__Status__c,WOD_2__Sub_Type__c,WOD_2__Terms_Condition__c,WOD_2__Transfer_Fee__c,WOD_2__Transferable_Month__c,WOD_2__Transferable__c,WOD_2__Type__c,Build_Date_Applicable_HDI__c,Business_Unit_HDI__c,Comments__c,Coverage_transfer_window_period_fromdate__c,Customer_Type__c,EWP_End_WP_from_Delivery_Date_HDI__c,EWP_End_WP_from_Shipment_Date_HDI__c,EWP_Start_WP_from_Delivery_Date_HDI__c,External_ID_HDI__c,Forced_Selection_Needed_During_DR_HDI__c,Installer_Certification_Status_HDI__c,Is_Attachment_Mandatory_HDI__c,Is_Policy_Applicable_for_DR_HDI__c,Is_Policy_Displayed_To_Internal_Users_On__c,Is_Third_Party_Policy_HDI__c,Item_Condition_HDI__c,Limit_of_Liability_HDI__c,Machine_Hours_Energy_Units_Covered_HDI__c,Mark_Policy_As_Primary_HDI__c,Maxi_number_of_transfer_to_end_customers__c,Months_Covered_FRM_OriginalDate_HDI__c,Months_Covered_From_Build_Date_HDI__c,Months_Covered_From_Invoice_Date_HDI__c,Months_Covered_From_Shipment_HDI__c,Ownership_State_HDI__c,Policy_Name_HDI__c,Registration_Price__c,Policy_Group_Name_HDI__c,Job_Code_Group_HDI__c,WOD_2__Days_Covered_From__c,WOD_2__Months_Covered_From__c,WOD_2__Coverage_Based_On__c,WOD_2__Expression__c
a0e8a00000GIsrbAAD,0058a00000Ma4PUAAZ,False,EXT-DP-48-10000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 48 months or 10,000 operation hours, full machine, distance, labor and parts coverage",,,,True,48.0,a0a8a00000aK71rAAC,OR,,6027.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,10000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 48 months or 10,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsrcAAD,0058a00000Ma4PUAAZ,False,EXT-DP-48-4000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 48 months or 4,000 operation hours, full machine, distance, labor and parts coverage",,,,True,48.0,a0a8a00000aK71rAAC,OR,,6028.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,4000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 48 months or 4,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsrdAAD,0058a00000Ma4PUAAZ,False,EXT-DP-48-6000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 48 months or 6,000 operation hours, full machine, distance, labor and parts coverage",,,,True,48.0,a0a8a00000aK71rAAC,OR,,6029.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,6000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 48 months or 6,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsreAAD,0058a00000Ma4PUAAZ,False,EXT-DP-48-8000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 48 months or 8,000 operation hours, full machine, distance, labor and parts coverage",,,,True,48.0,a0a8a00000aK71rAAC,OR,,6030.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,8000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 48 months or 8,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsrfAAD,0058a00000Ma4PUAAZ,False,EXT-DP-60-10000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 60 months or 10,000 operation hours, full machine, distance, labor and parts coverage",,,,True,60.0,a0a8a00000aK71rAAC,OR,,6031.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,10000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 60 months or 10,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsrgAAD,0058a00000Ma4PUAAZ,False,EXT-DP-60-5000-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,0058a00000Ma4PUAAZ,2023-05-25T01:29:10.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 60 months or 5,000 operation hours, full machine, distance, labor and parts coverage",,,,True,60.0,a0a8a00000aK71rAAC,OR,,6032.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,5000.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 60 months or 5,000 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GIsrhAAD,0058a00000Ma4PUAAZ,False,EXT-DP-60-7500-DPFULL-DLP,USD,2023-05-24T08:44:33.000+0000,0058a00000Ma4PUAAZ,2023-06-27T23:33:45.000+0000,0058a00000Ma4PUAAZ,2023-06-27T23:33:45.000+0000,,,2020-05-01,2060-12-31,EUROPE,,,False,"Develon Premium Extended Warranty 60 months or 7,500 operation hours, full machine, distance, labor and parts coverage",,,,True,60.0,a0a8a00000aK71rAAC,OR,,6034.0,Active,,,,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,,0.0,,False,ANY,False,False,False,False,NEW;PREOWNED,,7500.0,False,,,,,,First Owner;Preowned;Dealer Rental,"Develon Premium Extended Warranty 60 months or 7,500 operation hours, full machine, distance, labor and parts coverage",,PARTS_LABOR_TRAVEL;DPFULL,,,,,
a0e8a00000GX74dAAD,0058a00000Ma0lHAAR,False,EXT-S-48-8000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Standard 48 Months or 8000 Hours Powertrain Parts,,,,True,48.0,a0a8a00000aK71rAAC,OR,,332.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000017880,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Standard 48 Months or 8000 Hours Powertrain Parts,,PARTS;TRANSMISSION;PARTS ONLY;DRIVELINE,,,,,
a0e8a00000GX74eAAD,0058a00000Ma0lHAAR,False,EXT-S-60-10000-POWERTRAIN-P,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Standard 60 Months or 10000 Hours Powertrain Parts,,,,True,60.0,a0a8a00000aK71rAAC,OR,,333.0,Inactive,,,0.0,,True,EXTENDED,False,EUROPE,,,"Business / HOWA;Business / HOWA;Government County;Government Federal;Government, Local/City/Village;Government, State/Province;National /Regional Account;End Customer;Inter Company;Dealer;Direct Customer;National Account;Dealer Rental/ RPO",99999.0,99999.0,0.0,110000000017900,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Standard 60 Months or 10000 Hours Powertrain Parts,,PARTS;TRANSMISSION;PARTS ONLY;DRIVELINE,,,,,
a0e8a00000GX74fAAD,0058a00000Ma0lHAAR,False,EXT-PP-24-4000-PPFULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 24 Months or 4000 Hours Full machine Distance Labour Parts,,,,True,24.0,a0a8a00000aK71rAAC,OR,,340.0,Active,,,0.0,,True,EXTENDED,False,EUROPE,,,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,999999.0,0.0,0.0,110000000017920,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,4000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 24 Months or 4000 Hours Full machine Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;PPFULL,,,,,
a0e8a00000GX74gAAD,0058a00000Ma0lHAAR,False,EXT-PP-36-6000-PPFULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 36 Months or 6000 Hours Full machine Distance Labour Parts,,,,True,36.0,a0a8a00000aK71rAAC,OR,,341.0,Active,,,0.0,,True,EXTENDED,False,EUROPE,,,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,99999.0,0.0,0.0,110000000017940,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,6000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 36 Months or 6000 Hours Full machine Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;PPFULL,,,,,
a0e8a00000GX74hAAD,0058a00000Ma0lHAAR,False,EXT-PP-48-8000-PPFULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 48 Months or 8000 Hours Full machine Distance Labour Parts,,,,True,48.0,a0a8a00000aK71rAAC,OR,,342.0,Active,,,0.0,,True,EXTENDED,False,EUROPE,,,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,99999.0,0.0,0.0,110000000017960,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,8000.0,False,,0.0,0.0,72.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 48 Months or 8000 Hours Full machine Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;PPFULL,,,,,
a0e8a00000GX74iAAD,0058a00000Ma0lHAAR,False,EXT-PP-60-10000-PPFULL-DLP,EUR,2022-11-30T10:16:33.000+0000,0058a00000Ma0lHAAR,2023-05-19T23:47:57.000+0000,0058a00000MZsjwAAD,2023-05-19T23:47:57.000+0000,,,2009-01-01,2060-01-01,EUROPE,,,False,Extended Protection Plus 60 Months or 10000 Hours Full machine Distance Labour Parts,,,,True,60.0,a0a8a00000aK71rAAC,OR,,343.0,Active,,,0.0,,True,EXTENDED,False,EUROPE,,,End Customer;Dealer;Direct Customer;Dealer Rental/ RPO,99999.0,0.0,0.0,110000000017980,False,ANY,False,False,False,False,NEW;PREMIUM_RENTAL;CONSIGNMENT,,10000.0,False,,0.0,0.0,0.0,0.0,First Owner;Preowned;Dealer Rental,Extended Protection Plus 60 Months or 10000 Hours Full machine Distance Labour Parts,,PARTS_LABOR_TRAVEL;Protection Plus;PPFULL,,,,,
