VRM_SubCategory__c,VRM_External_Id__c,Name,VRM_Category__c,VRM_Failure_Resolution_Code__c,WOD_2__Status__c
,Ancillary-Disconnect Panels-Contactor Locked in-Replace Component-1hr,FaultCode22,0ZGVF0000002fFB4AY,a85VF000000vQu0YAE,True
,Ancillary-Disconnect Panels-Contactor not pulling in-Replace Component-1hr,FaultCode23,0ZGVF0000002fFB4AY,a85VF000000vQu1YAE,True
,Ancillary-Disconnect Panels-Disconnect Switch Fails Closed-Replace Component-1hr,FaultCode24,0ZGVF0000002fFB4AY,a85VF000000vQu2YAE,True
,Ancillary-Disconnect Panels-Disconnect Switch Fails Open-Replace Component-1hr,FaultCode25,0ZGVF0000002fFB4AY,a85VF000000vQu3YAE,True
,Ancillary-Disconnect Panels-Electrical Component Failure-Replace Component-1hr,FaultCode26,0ZGVF0000002fFB4AY,a85VF000000vQu4YAE,True
,Ancillary-Disconnect Panels-Electrical Specs Not Met-Replace Component-1hr,FaultCode27,0ZGVF0000002fFB4AY,a85VF000000vQu5YAE,True
,Ancillary-Disconnect Panels-Fuse Block Defective-Replace Component-1hr,FaultCode28,0ZGVF0000002fFB4AY,a85VF000000vQu6YAE,True
,Ancillary-Disconnect Panels-Grounding Block Defective-Replace Component-1hr,FaultCode29,0ZGVF0000002fFB4AY,a85VF000000vQu7YAE,True
,Ancillary-Disconnect Panels-Housing Damaged-Replace Component-1hr,FaultCode30,0ZGVF0000002fFB4AY,a85VF000000vQu8YAE,True
,Ancillary-Disconnect Panels-Intermittent Operations-Replace Component-1hr,FaultCode31,0ZGVF0000002fFB4AY,a85VF000000vQu9YAE,True
,Ancillary-Disconnect Panels-Leads corroded/broken-Replace Component-1hr,FaultCode32,0ZGVF0000002fFB4AY,a85VF000000vQuAYAU,True
,Ancillary-Disconnect Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode33,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Disconnect Panels-Shipment Damage-Replace Component-0hr,FaultCode34,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Fertigation and Chemigation-Other -- Fill in Comments-Replace Component-1hr,FaultCode35,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Fertigation and Chemigation-Shipment Damage-Replace Component-0hr,FaultCode36,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Fertigation and Chemigation-Mis-manufactured-Replace Component-1hr,FaultCode37,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
,Ancillary-Flowmeters-Cracked Liner-Replace Component-1hr,FaultCode38,0ZGVF0000002fFB4AY,a85VF000000vQuBYAU,True
,Ancillary-Flowmeters-Electrical Component Failure-Replace Component-1hr,FaultCode39,0ZGVF0000002fFB4AY,a85VF000000vQu4YAE,True
,Ancillary-Flowmeters-Flow not registering-Replace Component-1hr,FaultCode40,0ZGVF0000002fFB4AY,a85VF000000vQuCYAU,True
,Ancillary-Flowmeters-Head Filling with Water-Replace Component-1hr,FaultCode41,0ZGVF0000002fFB4AY,a85VF000000vQuDYAU,True
,Ancillary-Flowmeters-Other -- Fill in Comments-Replace Component-1hr,FaultCode42,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Flowmeters-Signal Weak-Replace Component-1hr,FaultCode43,0ZGVF0000002fFB4AY,a85VF000000vQuEYAU,True
,Ancillary-Generators and Engines-Contact Warranty Department - Not within-Contact Warranty Department-0hr,FaultCode44,0ZGVF0000002fFB4AY,a85VF000000vQuFYAU,True
,Ancillary-Phase Converters-Other -- Fill in Comments-Replace Component-1hr,FaultCode45,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Phase Converters-Shipment Damage-Replace Component-0hr,FaultCode46,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Phase Converters-Mis-manufactured-Replace Component-1hr,FaultCode47,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
,Ancillary-Pump Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode48,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Pump Panels-Shipment Damage-Replace Component-0hr,FaultCode49,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Pump Panels-Mis-manufactured-Replace Component-1hr,FaultCode50,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
,Ancillary-Pumping Options-Contact Warranty Department - Not within-Contact Warranty Department-0hr,FaultCode51,0ZGVF0000002fFB4AY,a85VF000000vQuFYAU,True
,Ancillary-Ring Lock Fittings-Hose Pulled off-Replace Component-2hr,FaultCode52,0ZGVF0000002fFB4AY,a85VF000000vQuGYAU,True
,Ancillary-Ring Lock Fittings-Hose Split-Replace Component-2hr,FaultCode53,0ZGVF0000002fFB4AY,a85VF000000vQuHYAU,True
,Ancillary-Ring Lock Fittings-Insufficient Clamping Force-Replace Component-2hr,FaultCode54,0ZGVF0000002fFB4AY,a85VF000000vQuIYAU,True
,Ancillary-Ring Lock Fittings-Mis-manufactured-Replace Component-2hr,FaultCode55,0ZGVF0000002fFB4AY,a85VF000000vQuJYAU,True
,Ancillary-Ring Lock Fittings-Other -- Fill in Comments-Replace Component-1hr,FaultCode56,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Ring Lock Fittings-Part Dimensions Incorrect-Replace Component-2hr,FaultCode57,0ZGVF0000002fFB4AY,a85VF000000vQuKYAU,True
,Ancillary-Ring Lock Fittings-Shipment Damage-Replace Component-0hr,FaultCode58,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Ring Lock Fittings-Ultraviolet Degradation-Replace Component-2hr,FaultCode59,0ZGVF0000002fFB4AY,a85VF000000vQuLYAU,True
,Ancillary-Soft Starters-Signal Weak-Replace Component-2hr,FaultCode60,0ZGVF0000002fFB4AY,a85VF000000vQuMYAU,True
,Ancillary-Soft Starters-Electrical Component Failure-Replace Component-2hr,FaultCode61,0ZGVF0000002fFB4AY,a85VF000000vQuNYAU,True
,Ancillary-Soft Starters-Other -- Fill in Comments-Replace Component-1hr,FaultCode62,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Steel Tubing-Dent in Pipe-Replace Component-1hr,FaultCode63,0ZGVF0000002fFB4AY,a85VF000000vQuOYAU,True
,Ancillary-Steel Tubing-Finish Appearance Faulty-Replace Component-1hr,FaultCode64,0ZGVF0000002fFB4AY,a85VF000000vQuPYAU,True
,Ancillary-Steel Tubing-Flanges not Square-Replace Component-1hr,FaultCode65,0ZGVF0000002fFB4AY,a85VF000000vQuQYAU,True
,Ancillary-Steel Tubing-Flanges Out of Time-Replace Component-1hr,FaultCode66,0ZGVF0000002fFB4AY,a85VF000000vQuRYAU,True
,Ancillary-Steel Tubing-Galvanizing Bare Spots-Replace Component-1hr,FaultCode67,0ZGVF0000002fFB4AY,a85VF000000vQuSYAU,True
,Ancillary-Steel Tubing-Galvanizing Quality-Replace Component-1hr,FaultCode68,0ZGVF0000002fFB4AY,a85VF000000vQuTYAU,True
,Ancillary-Steel Tubing-Hitch ball bolt failed-Replace Component-1hr,FaultCode69,0ZGVF0000002fFB4AY,a85VF000000vQuUYAU,True
,Ancillary-Steel Tubing-Hole in Pipe-Replace Component-1hr,FaultCode70,0ZGVF0000002fFB4AY,a85VF000000vQuVYAU,True
,Ancillary-Steel Tubing-Mis-manufactured-Replace Component-1hr,FaultCode71,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
,Ancillary-Steel Tubing-Seam Split-Replace Component-1hr,FaultCode72,0ZGVF0000002fFB4AY,a85VF000000vQuWYAU,True
,Ancillary-Steel Tubing-Seam Split-Weld In Field-1hr,FaultCode73,0ZGVF0000002fFB4AY,a85VF000000vQuXYAU,True
,Ancillary-Steel Tubing-Shipment Damage-Replace Component-0hr,FaultCode74,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Steel Tubing-Galvanizing Excessive-Replace Component-1hr,FaultCode75,0ZGVF0000002fFB4AY,a85VF000000vQuYYAU,True
,Ancillary-Steel Tubing-Hole in Pipe-Weld In Field-1hr,FaultCode76,0ZGVF0000002fFB4AY,a85VF000000vQuZYAU,True
,Ancillary-Steel Tubing-Other -- Fill in Comments-Replace Component-1hr,FaultCode77,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Steel Tubing-Part Dimensions Incorrect-Replace Component-1hr,FaultCode78,0ZGVF0000002fFB4AY,a85VF000000vQtuYAE,True
,Ancillary-Steel Tubing-Weld Failure-Replace Component-1hr,FaultCode79,0ZGVF0000002fFB4AY,a85VF000000vQuaYAE,True
,Ancillary-Steel Tubing-Weld Failure-Weld In Field-1hr,FaultCode80,0ZGVF0000002fFB4AY,a85VF000000vQubYAE,True
,Ancillary-Steel Tubing-Weld Missing-Replace Component-1hr,FaultCode81,0ZGVF0000002fFB4AY,a85VF000000vQucYAE,True
,Ancillary-Steel Tubing-Weld Missing-Repair Component-1hr,FaultCode82,0ZGVF0000002fFB4AY,a85VF000000vQudYAE,True
,Ancillary-Steel Tubing-Hose Pulled off-Replace Component-2hr,FaultCode83,0ZGVF0000002fFB4AY,a85VF000000vQuGYAU,True
,Ancillary-Steel Tubing-Hose Split-Replace Component-2hr,FaultCode84,0ZGVF0000002fFB4AY,a85VF000000vQuHYAU,True
,Ancillary-Steel Tubing-Insufficient Clamping Force-Replace Component-2hr,FaultCode85,0ZGVF0000002fFB4AY,a85VF000000vQuIYAU,True
,Ancillary-Steel Tubing-Plug Removal-Remove Plugs-2hr,FaultCode86,0ZGVF0000002fFB4AY,a85VF000000vQueYAE,True
,Ancillary-Steel Tubing-Ultraviolet Degradation-Replace Component-2hr,FaultCode87,0ZGVF0000002fFB4AY,a85VF000000vQuLYAU,True
,Ancillary-Variable Frequency Drives-Other -- Fill in Comments-Replace Component-1hr,FaultCode88,0ZGVF0000002fFB4AY,a85VF000000vQttYAE,True
,Ancillary-Variable Frequency Drives-Shipment Damage-Replace Component-0hr,FaultCode89,0ZGVF0000002fFB4AY,a85VF000000vQtvYAE,True
,Ancillary-Variable Frequency Drives-Mis-manufactured-Replace Component-1hr,FaultCode90,0ZGVF0000002fFB4AY,a85VF000000vQtqYAE,True
,Control Technology-AgSense-Communication Failure-Replace Component-1hr,FaultCode91,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
,Control Technology-AgSense-Electrical Component Failure-Replace Component-1hr,FaultCode92,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-AgSense-Other -- Fill in Comments-Replace Component-1hr,FaultCode93,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-AgSense-Part Dimensions Incorrect-Replace Component-1hr,FaultCode94,0ZGVF0000002fFC4AY,a85VF000000vQtuYAE,True
,Control Technology-AgSense-Shipment Damage-Replace Component-0hr,FaultCode95,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Complete Control Panels-Shipment Damage-Replace Component-0hr,FaultCode96,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Complete Control Panels-5 Volt Power Supply-Replace Component-1hr,FaultCode97,0ZGVF0000002fFC4AY,a85VF000000vQugYAE,True
,Control Technology-Complete Control Panels-Backlight Failure-Replace Component-1hr,FaultCode98,0ZGVF0000002fFC4AY,a85VF000000vQuhYAE,True
,Control Technology-Complete Control Panels-Calibration changed/out of spec-Replace Component-1hr,FaultCode99,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
,Control Technology-Complete Control Panels-Cold Solder Joint-Replace Component-1hr,FaultCode100,0ZGVF0000002fFC4AY,a85VF000000vQuiYAE,True
,Control Technology-Complete Control Panels-Communication Failure-Replace Component-1hr,FaultCode101,0ZGVF0000002fFC4AY,a85VF000000vQufYAE,True
,Control Technology-Complete Control Panels-Contact Points Burned-Replace Component-1hr,FaultCode102,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
,Control Technology-Complete Control Panels-Contactor not pulling in-Replace Component-1hr,FaultCode103,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
,Control Technology-Complete Control Panels-Display Failure-Replace Component-1hr,FaultCode104,0ZGVF0000002fFC4AY,a85VF000000vQujYAE,True
,Control Technology-Complete Control Panels-Electrical Specs Not Met-Replace Component-1hr,FaultCode105,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
,Control Technology-Complete Control Panels-Encoder Failure-Replace Component-1hr,FaultCode106,0ZGVF0000002fFC4AY,a85VF000000vQukYAE,True
,Control Technology-Complete Control Panels-External Connection Failure-Replace Component-1hr,FaultCode107,0ZGVF0000002fFC4AY,a85VF000000vQulYAE,True
,Control Technology-Complete Control Panels-Harness Failure-Replace Component-1hr,FaultCode108,0ZGVF0000002fFC4AY,a85VF000000vQumYAE,True
,Control Technology-Complete Control Panels-Keypad Failure-Replace Component-1hr,FaultCode109,0ZGVF0000002fFC4AY,a85VF000000vQunYAE,True
,Control Technology-Complete Control Panels-Leads corroded/broken-Replace Component-1hr,FaultCode110,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
,Control Technology-Complete Control Panels-Other -- Fill in Comments-Replace Component-1hr,FaultCode111,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Complete Control Panels-PCB Cracked-Replace Component-1hr,FaultCode112,0ZGVF0000002fFC4AY,a85VF000000vQuoYAE,True
,Control Technology-Complete Control Panels-Percent timer runs at 100% at all times-Replace Component-1hr,FaultCode113,0ZGVF0000002fFC4AY,a85VF000000vQupYAE,True
,Control Technology-Complete Control Panels-Pressure Reading Incorrect-Replace Component-1hr,FaultCode114,0ZGVF0000002fFC4AY,a85VF000000vQuqYAE,True
,Control Technology-Complete Control Panels-Relay Failure-Replace Component-1hr,FaultCode115,0ZGVF0000002fFC4AY,a85VF000000vQurYAE,True
,Control Technology-Complete Control Panels-Screen Failure-Replace Component-1hr,FaultCode116,0ZGVF0000002fFC4AY,a85VF000000vQusYAE,True
,Control Technology-Complete Control Panels-Trace Failure-Replace Component-1hr,FaultCode117,0ZGVF0000002fFC4AY,a85VF000000vQutYAE,True
,Control Technology-Complete Control Panels-Voltage Display Inconsistent-Replace Component-1hr,FaultCode118,0ZGVF0000002fFC4AY,a85VF000000vQuuYAE,True
,Control Technology-Control Panel Options-Cable End Failure-Replace Component-1hr,FaultCode119,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
,Control Technology-Control Panel Options-Calibration changed/out of spec-Replace Component-1hr,FaultCode120,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
,Control Technology-Control Panel Options-Contact Points Burned-Replace Component-1hr,FaultCode121,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
,Control Technology-Control Panel Options-Contactor Chattering-Replace Component-1hr,FaultCode122,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
,Control Technology-Control Panel Options-Contactor Locked in-Replace Component-1hr,FaultCode123,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
,Control Technology-Control Panel Options-Contactor not pulling in-Replace Component-1hr,FaultCode124,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
,Control Technology-Control Panel Options-Electrical Component Failure-Replace Component-1hr,FaultCode125,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-Control Panel Options-Electrical Specs Not Met-Replace Component-1hr,FaultCode126,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
,Control Technology-Control Panel Options-Excessive Steering-Replace Component-1.5hr,FaultCode127,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
,Control Technology-Control Panel Options-Fuse Block Defective-Replace Component-1hr,FaultCode128,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
,Control Technology-Control Panel Options-Grounding Block Defective-Replace Component-1hr,FaultCode129,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
,Control Technology-Control Panel Options-Housing Damaged-Replace Component-1hr,FaultCode130,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
,Control Technology-Control Panel Options-Inconsistent Position-Replace Component-1hr,FaultCode131,0ZGVF0000002fFC4AY,a85VF000000vQuxYAE,True
,Control Technology-Control Panel Options-Incorrect Resistance Reading-Replace Component-1hr,FaultCode132,0ZGVF0000002fFC4AY,a85VF000000vQuyYAE,True
,Control Technology-Control Panel Options-Intermittent Operations-Replace Component-1hr,FaultCode133,0ZGVF0000002fFC4AY,a85VF000000vQu9YAE,True
,Control Technology-Control Panel Options-Leads corroded/broken-Replace Component-1hr,FaultCode134,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
,Control Technology-Control Panel Options-Other -- Fill in Comments-Replace Component-1hr,FaultCode135,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Control Panel Options-Resolver Input Error-Replace Component-1hr,FaultCode136,0ZGVF0000002fFC4AY,a85VF000000vQuzYAE,True
,Control Technology-Control Panel Options-Resolver Volts Incorrect-Replace Component-1hr,FaultCode137,0ZGVF0000002fFC4AY,a85VF000000vQv0YAE,True
,Control Technology-Control Panel Options-Shipment Damage-Replace Component-0hr,FaultCode138,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Control Panel Options-Signal Weak-Replace Component-1hr,FaultCode139,0ZGVF0000002fFC4AY,a85VF000000vQuEYAU,True
,Control Technology-Control Panel Options-Won't Break Safety-Replace Component-1hr,FaultCode140,0ZGVF0000002fFC4AY,a85VF000000vQv1YAE,True
,Control Technology-Control Panel Options-Won't Hold Safety-Replace Component-1hr,FaultCode141,0ZGVF0000002fFC4AY,a85VF000000vQv2YAE,True
,Control Technology-Control Panel Options-Won't Steer Forward-Replace Component-1.5hr,FaultCode142,0ZGVF0000002fFC4AY,a85VF000000vQv3YAE,True
,Control Technology-Control Panel Options-Won't Steer Reverse-Replace Component-1.5hr,FaultCode143,0ZGVF0000002fFC4AY,a85VF000000vQv4YAE,True
,Control Technology-Control Panel Repair-Cable End Failure-Replace Component-1hr,FaultCode144,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
,Control Technology-Control Panel Repair-Calibration changed/out of spec-Replace Component-1hr,FaultCode145,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
,Control Technology-Control Panel Repair-Contact Points Burned-Replace Component-1hr,FaultCode146,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
,Control Technology-Control Panel Repair-Contactor Chattering-Replace Component-1hr,FaultCode147,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
,Control Technology-Control Panel Repair-Contactor Locked in-Replace Component-1hr,FaultCode148,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
,Control Technology-Control Panel Repair-Contactor not pulling in-Replace Component-1hr,FaultCode149,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
,Control Technology-Control Panel Repair-Electrical Component Failure-Replace Component-1hr,FaultCode150,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-Control Panel Repair-Electrical Specs Not Met-Replace Component-1hr,FaultCode151,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
,Control Technology-Control Panel Repair-Excessive Steering-Replace Component-1.5hr,FaultCode152,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
,Control Technology-Control Panel Repair-Fuse Block Defective-Replace Component-1hr,FaultCode153,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
,Control Technology-Control Panel Repair-Grounding Block Defective-Replace Component-1hr,FaultCode154,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
,Control Technology-Control Panel Repair-Housing Damaged-Replace Component-1hr,FaultCode155,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
,Control Technology-Control Panel Repair-Inconsistent Position-Replace Component-1hr,FaultCode156,0ZGVF0000002fFC4AY,a85VF000000vQuxYAE,True
,Control Technology-Control Panel Repair-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode157,0ZGVF0000002fFC4AY,a85VF000000vQv5YAE,True
,Control Technology-Control Panel Repair-Intermittent Operations-Replace Component-1hr,FaultCode158,0ZGVF0000002fFC4AY,a85VF000000vQu9YAE,True
,Control Technology-Control Panel Repair-Leads corroded/broken-Replace Component-1hr,FaultCode159,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
,Control Technology-Control Panel Repair-Other -- Fill in Comments-Replace Component-1hr,FaultCode160,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Control Panel Repair-Resolver Input Error-Replace Component-1hr,FaultCode161,0ZGVF0000002fFC4AY,a85VF000000vQuzYAE,True
,Control Technology-Control Panel Repair-Resolver Volts Incorrect-Replace Component-1hr,FaultCode162,0ZGVF0000002fFC4AY,a85VF000000vQv0YAE,True
,Control Technology-Control Panel Repair-Shipment Damage-Replace Component-0hr,FaultCode163,0ZGVF0000002fFC4AY,a85VF000000vQtvYAE,True
,Control Technology-Control Panel Repair-Signal Weak-Replace Component-1hr,FaultCode164,0ZGVF0000002fFC4AY,a85VF000000vQuEYAU,True
,Control Technology-Control Panel Repair-Won't Break Safety-Replace Component-1hr,FaultCode165,0ZGVF0000002fFC4AY,a85VF000000vQv1YAE,True
,Control Technology-Control Panel Repair-Won't Hold Safety-Replace Component-1hr,FaultCode166,0ZGVF0000002fFC4AY,a85VF000000vQv2YAE,True
,Control Technology-Control Panel Repair-Won't Steer Forward-Replace Component-1.5hr,FaultCode167,0ZGVF0000002fFC4AY,a85VF000000vQv3YAE,True
,Control Technology-Control Panel Repair-Won't Steer Reverse-Replace Component-1.5hr,FaultCode168,0ZGVF0000002fFC4AY,a85VF000000vQv4YAE,True
,Control Technology-Control Panel Upgrades-Cable End Failure-Replace Component-1hr,FaultCode169,0ZGVF0000002fFC4AY,a85VF000000vQuvYAE,True
,Control Technology-Control Panel Upgrades-Calibration changed/out of spec-Replace Component-1hr,FaultCode170,0ZGVF0000002fFC4AY,a85VF000000vQtxYAE,True
,Control Technology-Control Panel Upgrades-Contact Points Burned-Replace Component-1hr,FaultCode171,0ZGVF0000002fFC4AY,a85VF000000vQtyYAE,True
,Control Technology-Control Panel Upgrades-Contactor Chattering-Replace Component-1hr,FaultCode172,0ZGVF0000002fFC4AY,a85VF000000vQtzYAE,True
,Control Technology-Control Panel Upgrades-Contactor Locked in-Replace Component-1hr,FaultCode173,0ZGVF0000002fFC4AY,a85VF000000vQu0YAE,True
,Control Technology-Control Panel Upgrades-Contactor not pulling in-Replace Component-1hr,FaultCode174,0ZGVF0000002fFC4AY,a85VF000000vQu1YAE,True
,Control Technology-Control Panel Upgrades-Electrical Component Failure-Replace Component-1hr,FaultCode175,0ZGVF0000002fFC4AY,a85VF000000vQu4YAE,True
,Control Technology-Control Panel Upgrades-Electrical Specs Not Met-Replace Component-1hr,FaultCode176,0ZGVF0000002fFC4AY,a85VF000000vQu5YAE,True
,Control Technology-Control Panel Upgrades-Excessive Steering-Replace Component-1.5hr,FaultCode177,0ZGVF0000002fFC4AY,a85VF000000vQuwYAE,True
,Control Technology-Control Panel Upgrades-Fuse Block Defective-Replace Component-1hr,FaultCode178,0ZGVF0000002fFC4AY,a85VF000000vQu6YAE,True
,Control Technology-Control Panel Upgrades-Grounding Block Defective-Replace Component-1hr,FaultCode179,0ZGVF0000002fFC4AY,a85VF000000vQu7YAE,True
,Control Technology-Control Panel Upgrades-Housing Damaged-Replace Component-1hr,FaultCode180,0ZGVF0000002fFC4AY,a85VF000000vQu8YAE,True
,Control Technology-Control Panel Upgrades-Inconsistent Position-Replace Component-1hr,FaultCode181,0ZGVF0000002fFC4AY,a85VF000000vQuxYAE,True
,Control Technology-Control Panel Upgrades-Incorrect Resistance Reading-Replace Component-1.5hr,FaultCode182,0ZGVF0000002fFC4AY,a85VF000000vQv5YAE,True
,Control Technology-Control Panel Upgrades-Intermittent Operations-Replace Component-1hr,FaultCode183,0ZGVF0000002fFC4AY,a85VF000000vQu9YAE,True
,Control Technology-Control Panel Upgrades-Leads corroded/broken-Replace Component-1hr,FaultCode184,0ZGVF0000002fFC4AY,a85VF000000vQuAYAU,True
,Control Technology-Control Panel Upgrades-Other -- Fill in Comments-Replace Component-1hr,FaultCode185,0ZGVF0000002fFC4AY,a85VF000000vQttYAE,True
,Control Technology-Control Panel Upgrades-Resolver Input Error-Replace Component-1hr,FaultCode186,0ZGVF0000002fFC4AY,a85VF000000vQuzYAE,True
