Id,Name,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,CurrencyIsoCode,IsPartner,WOD_2__Business_Units__c,WOD_2__Ultimate_Parent_Account__c,WOD_2__Warranty_Account_Type__c,Account_Number_Length__c,Active__c,AutoRegistration__c,Extended_Auto_Registration__c,External_Id__c,First_Name__c,Is_CEBU__c,Is_Independent__c,Is_Manual__c,Is_TEBU__c,Public_Group_Id__c,Sales_Company__c,region__c,sourceBusinessUnit__c,Promotions__c,AccountName__c,Address__c,Auto_Registration_after_invoice__c,KubotaDistibutorCode__c,Is_Dealer__c,subscribe_To_Email__c,Account_Number__c,Secondary_Vendor__c,Issues
0010E00001YaE2LQAV,"Kverneland Group Ibérica, S.A.",0120E000003Gdy8QAC,,Calle F No. 28,,,8040,ES,Calle F No. 28,,,8040,ES,932649050,932633966,110,EUR,False,KVG,0010E00001YaE2L,Sales Company,3.0,True,False,False,12,,False,False,False,False,,,8,KVG,False,"Kverneland Group Ibérica, S.A.(110)","Calle F No. 28 , 08040,ES",False,OTH,False,False,110,,
0010E00001YaE2MQAV,Kverneland Group Polska Sp. z o.o.,0120E000003Gdy8QAC,,ul. Kreta 87,,,87-100,PL,ul. Kreta 87,,,87-100,PL,566514519,566219099,115,PLN,False,KVG,0010E00001YaE2M,Sales Company,3.0,True,False,False,13,,False,False,False,False,,,,KVG,False,Kverneland Group Polska Sp. z o.o.(115),"ul. Kreta 87 , 87-100,PL",False,OTH,False,False,115,,
0010E00001YaE2NQAV,Kverneland Group Benelux B.V.,0120E000003Gdy8QAC,,De Dommel 40,,,8253 PL,NL,De Dommel 40,,,8253 PL,NL,321387100,321387111,138,EUR,False,KVG,0010E00001YaE2N,Sales Company,3.0,True,False,False,14,,False,False,False,False,,,,KVG,False,Kverneland Group Benelux B.V.(138),"De Dommel 40 , 8253 PL,NL",False,OTH,False,False,138,,
0010E00001YaE2OQAV,Kverneland Group (UK) Ltd,0120E000003Gdy8QAC,,Walkers Lane,,,WA9 4AF,GB,Walkers Lane,,,WA9 4AF,GB,1744853200,,139,GBP,False,KVG,0010E00001YaE2O,Sales Company,3.0,True,False,False,15,,False,False,False,False,,,MY,KVG,False,Kverneland Group (UK) Ltd(139),"Walkers Lane , WA9 4AF,GB",False,OTH,False,False,139,,
0010E00001YaE2PQAV,Kverneland Group Ireland Ltd.,0120E000003Gdy8QAC,,Hebron Industrial Estate,,,R95 R2TA,IE,Hebron Industrial Estate,,,R95 R2TA,IE,567751597,567751589,140,EUR,False,KVG,0010E00001YaE2P,Sales Company,3.0,True,False,False,16,,False,False,False,False,,,KK,KVG,False,Kverneland Group Ireland Ltd.(140),"Hebron Industrial Estate , R95 R2TA,IE",False,OTH,False,False,140,,
0010E00001YaE2QQAV,Kverneland Group Deutschland GmbH,0120E000003Gdy8QAC,,Coesterweg 25,,,59494,DE,Coesterweg 25,,,59494,DE,292136990,29213699408,150,EUR,False,KVG,0010E00001YaE2Q,Sales Company,3.0,True,False,False,17,,False,False,False,False,,,5,KVG,False,Kverneland Group Deutschland GmbH(150),"Coesterweg 25 , 59494,DE",False,OTH,False,False,150,,
0010E00001YaE2RQAV,Kverneland Group Kerteminde A/S,0120E000003Gdy8QAC,,Taarupstrandvej,,,5300,DK,Taarupstrandvej,,,5300,DK,65191900,65191999,112,DKK,False,KVG,0010E00001YaE2R,Sales Company,3.0,True,False,False,18,,False,False,False,False,,,5,KVG,False,Kverneland Group Kerteminde A/S(112),"Taarupstrandvej , 5300,DK",False,OTH,False,False,112,,
0010E00001YaE2SQAV,Kverneland Group South-Africa (Pty),0120E000003Gdy8QAC,,Victoria Road,,,3201,ZA,Victoria Road,,,3201,ZA,333452733,333452737,212,ZAR,False,KVG,0010E00001YaE2S,Sales Company,3.0,True,False,False,20,,False,False,False,False,,,,KVG,False,Kverneland Group South-Africa (Pty)(212),"Victoria Road , 3201,ZA",False,OTH,False,False,212,,
0010E00001YaE2TQAV,Kverneland Group Hungária KFT.,0120E000003Gdy8QAC,,Karinthy u. 63,,,5008,HU,Karinthy u. 63,,,5008,HU,56527010,56527019,223,HUF,False,KVG,0010E00001YaE2T,Sales Company,3.0,True,False,False,21,,False,False,False,False,,,,KVG,False,Kverneland Group Hungária KFT.(223),"Karinthy u. 63 , 5008,HU",False,OTH,False,False,223,,
0010E00001YaE2UQAV,Kverneland Group Italia S.R.L.,0120E000003Gdy8QAC,,Via Dell'Industria 22/A,,,46043,IT,Via Dell'Industria 22/A,,,46043,IT,376944733,376944746,227,EUR,False,KVG,0010E00001YaE2U,Sales Company,3.0,True,False,False,22,,False,False,False,False,,,MN,KVG,False,Kverneland Group Italia S.R.L.(227),"Via Dell'Industria 22/A , 46043,IT",False,OTH,False,False,227,,
0010E00001YaE2VQAV,Gregoire Australia Pty Ltd,0120E000003Gdy8QAC,,,,,,AU,,,,,AU,,,309,AUD,False,KVG,0010E00001YaE2V,Sales Company,3.0,True,False,False,23,,False,False,False,False,,,,KVG,False,Gregoire Australia Pty Ltd(309),",  AU",False,OTH,False,False,309,,
0010E00001YaE2WQAV,Kverneland Group Vineyard Australia,0120E000003Gdy8QAC,,9 Byrne Court,,,3500,AU,9 Byrne Court,,,3500,AU,350512300,350222153,357,AUD,False,KVG,0010E00001YaE2W,Sales Company,3.0,True,False,False,24,,False,False,False,False,,,VIC,KVG,False,Kverneland Group Vineyard Australia(357),"9 Byrne Court , 3500,AU",False,OTH,False,False,357,,
0010E00001YaE2XQAV,KVERNELAND GROUP CIS,0120E000003Gdy8QAC,,"Novodmitrovskaya str., h2 corp. 2",,,127015,RU,"Novodmitrovskaya str., h2 corp. 2",,,127015,RU,957394161,957394160,362,RUB,False,KVG,0010E00001YaE2X,Sales Company,3.0,True,False,False,25,,False,False,False,False,,,,KVG,False,KVERNELAND GROUP CIS(362),"Novodmitrovskaya str., h2 corp. 2 , 127015,RU",False,OTH,False,False,362,,
0010E00001YaE2YQAV,Kverneland Group USA Inc,0120E000003Gdy8QAC,,5908 Butternut Drive,,,13057,US,5908 Butternut Drive,,,13057,US,13154313501,13154313508,377,EUR,False,KVG,0010E00001YaE2Y,Sales Company,3.0,True,False,False,26,,False,False,False,False,,,NY,KVG,False,Kverneland Group USA Inc(377),"5908 Butternut Drive , 13057,US",False,OTH,False,False,377,,
0010E00001YaE2ZQAV,Kverneland Group Klepp,0120E000003Gdy8QAC,,Plogfabrikkvegen,,,4353,NO,Plogfabrikkvegen,,,4353,NO,51429000,51429002,108,NOK,False,KVG,0010E00001YaE2Z,Sales Company,3.0,True,False,False,27,,False,False,False,False,,,11,KVG,False,Kverneland Group Klepp(108),"Plogfabrikkvegen , 4353,NO",False,OTH,False,False,108,,
0010E00001YaE2aQAF,Kverneland Group Soest GmbH,0120E000003Gdy8QAC,,Coesterweg,,,59494,DE,Coesterweg,,,59494,DE,29219740,2921974186,248,EUR,False,KVG,0010E00001YaE2a,Sales Company,3.0,True,False,False,28,,False,False,False,False,,,5,KVG,False,Kverneland Group Soest GmbH(248),"Coesterweg , 59494,DE",False,OTH,False,False,248,,
0010E00001YaE2bQAF,Kverneland Group International GmbH,0120E000003Gdy8QAC,,Coesterweg,,,59494,DE,Coesterweg,,,59494,DE,,,443,EUR,False,KVG,0010E00001YaE2b,Sales Company,3.0,True,False,False,29,,False,False,False,False,,,5,KVG,False,Kverneland Group International GmbH(443),"Coesterweg , 59494,DE",False,OTH,False,False,443,,
0010E00001YaE2cQAF,Kverneland Group Ravenna S.r.l.,0120E000003Gdy8QAC,,Via Alcide De Gasperi,,,48026,IT,Via Alcide De Gasperi,,,48026,IT,29219740,544586960,444,EUR,False,KVG,0010E00001YaE2c,Sales Company,3.0,True,False,False,30,,False,False,False,False,,,RA,KVG,False,Kverneland Group Ravenna S.r.l.(444),"Via Alcide De Gasperi , 48026,IT",False,OTH,False,False,444,,
0010E00001YaE2dQAF,"OOO ""Kverneland Group Manufacturing",0120E000003Gdy8QAC,,"Zadoroznaya st.,",,,398048,RU,"Zadoroznaya st.,",,,398048,RU,,4746651507,399,RUB,False,KVG,0010E00001YaE2d,Sales Company,3.0,True,False,False,163183,,False,False,False,False,,,48,KVG,False,"OOO ""Kverneland Group Manufacturing(399)","Zadoroznaya st., , 398048,RU",False,OTH,False,False,399,,
0010E00001YaE2eQAF,Kverneland Group Nieuw-Vennep bv,0120E000003Gdy8QAC,,Hoofdweg 1278,,,2153 LR,NL,Hoofdweg 1278,,,2153 LR,NL,252662244,252662173,133,EUR,False,KVG,0010E00001YaE2e,Sales Company,3.0,True,False,False,184216,,False,False,False,False,,,,KVG,False,Kverneland Group Nieuw-Vennep bv(133),"Hoofdweg 1278 , 2153 LR,NL",False,OTH,False,False,133,,
0010E00001YaE2fQAF,Kverneland Agricultural Equipment,0120E000003Gdy8QAC,,"Plant on the East Side, No. 3,",,,163316,CN,"Plant on the East Side, No. 3,",,,163316,CN,,,449,EUR,False,KVG,0010E00001YaE2f,Sales Company,3.0,True,False,False,242959,,False,False,False,False,,,,KVG,False,Kverneland Agricultural Equipment(449),"Plant on the East Side, No. 3, , 163316,CN",False,OTH,False,False,449,,
0010E00001YaE2gQAF,Kverneland Group Mechatronics BV,0120E000003Gdy8QAC,,Hoofdweg 1278,,,2153 LR,NL,Hoofdweg 1278,,,2153 LR,NL,252662244,252662246,302,EUR,False,KVG,0010E00001YaE2g,Sales Company,3.0,True,False,False,364335,,False,False,False,False,,,,KVG,False,Kverneland Group Mechatronics BV(302),"Hoofdweg 1278 , 2153 LR,NL",False,OTH,False,False,302,,
0010E00001YaE2hQAF,Wout Hogervorst v.o.f.,0120E000003Gdy8QAC,,Schippersvaartweg 56,,,2211 TL,NL,Schippersvaartweg 56,,,2211 TL,NL,252434222,,107885,EUR,False,KVG,0010E00001YaE2h,Sales Company,6.0,True,False,False,295508,,False,False,False,False,,,,KVG,False,Wout Hogervorst v.o.f.(107885),"Schippersvaartweg 56 , 2211 TL,NL",False,OTH,False,False,107885,,
0010E00001YaE2iQAF,Bouwman Tecnologia Agropecuaria,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Av.Prefeito Ronie Cardoso No 660,,,84174105,BR,Av.Prefeito Ronie Cardoso No 660,,,84174105,BR,422341108,4232341501,106043,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,902,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Bouwman Tecnologia Agropecuaria(106043),"Av.Prefeito Ronie Cardoso No 660 , 84174105,BR",False,OTH,True,False,106043,,
0010E00001YaE2jQAF,NB MAQUINAS LTDA,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"Rua Santa Teresinha, 921 - Prados",,,13973-900,BR,"Rua Santa Teresinha, 921 - Prados",,,13973-900,BR,1938639600,1936381540,105393,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,903,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,NB MAQUINAS LTDA(105393),"Rua Santa Teresinha, 921 - Prados , 13973-900,BR",False,OTH,True,False,105393,,
0010E00001YaE2kQAF,CNH America LLC,0120E000003Gdy4QAC,0010E00001YaE2bQAF,State Street,,,53404,US,State Street,,,53404,US,2626367438,7173554219,102985,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,157,,False,False,False,False,,0010E00001YaE2bQAF,WI,KVG,False,CNH America LLC(102985),"State Street , 53404,US",False,OTH,True,False,102985,,
0010E00001YaE2lQAF,Kverneland Group Czech spol. s.r.o.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Kostalkova 1527,,,266 01,CZ,Kostalkova 1527,,,266 01,CZ,311636766,311621822,106039,CZK,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,680,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Kverneland Group Czech spol. s.r.o.(106039),"Kostalkova 1527 , 266 01,CZ",False,OTH,True,False,106039,,
0010E00001YaE2mQAF,Sapporo Overseas Consultant Co.Ltd.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Kita 4 JOH,,,060-0004,JP,Kita 4 JOH,,,060-0004,JP,112316547,112316595,102369,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,205,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Sapporo Overseas Consultant Co.Ltd.(102369),"Kita 4 JOH , 060-0004,JP",False,OTH,True,False,102369,,
0010E00001YaE2nQAF,PFG AUSTRALIA  PTY LTD,0120E000003Gdy4QAC,0010E00001YaE2bQAF,199 Australis Drive,,,3026,AU,199 Australis Drive,,,3026,AU,383533600,383533699,106050,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,209,,False,False,False,False,,0010E00001YaE2bQAF,VIC,KVG,False,PFG AUSTRALIA  PTY LTD(106050),"199 Australis Drive , 3026,AU",False,OTH,True,False,106050,,
0010E00001YaE2oQAF,VICON Japan K.K,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku",,,330-0854,JP,"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku",,,330-0854,JP,484441073,248534123,105067,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,212,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,VICON Japan K.K(105067),"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku , 330-0854,JP",False,OTH,True,False,105067,,
0010E00001YaE2pQAF,NS-Agro Consulting D.o.o,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Felegi Tivadara 4/56,,,21000,RS,Felegi Tivadara 4/56,,,21000,RS,63561937,21531108,105592,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,213,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,NS-Agro Consulting D.o.o(105592),"Felegi Tivadara 4/56 , 21000,RS",False,OTH,True,False,105592,,
0010E00001YaE2qQAF,La Coop Fédérée,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"4225, Bv. St. Joseph",,,G9A 5L9,CA,"4225, Bv. St. Joseph",,,G9A 5L9,CA,18193798551,18193796912,105079,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1020,,False,False,False,False,,0010E00001YaE2bQAF,QC,KVG,False,La Coop Fédérée(105079),"4225, Bv. St. Joseph , G9A 5L9,CA",False,OTH,True,False,105079,,
0010E00001YaE2rQAF,Delta Agrar d.o.o,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Jurija Gagarina 12,,,11070,RS,Jurija Gagarina 12,,,11070,RS,2095119,2168604,105746,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,721,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Delta Agrar d.o.o(105746),"Jurija Gagarina 12 , 11070,RS",False,OTH,True,False,105746,,
0010E00001YaE2sQAF,OTT Landmaschinen AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Industriestrasse,,,3052,CH,Industriestrasse,,,3052,CH,319103010,319103019,106335,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1025,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,OTT Landmaschinen AG(106335),"Industriestrasse , 3052,CH",False,OTH,True,False,106335,,
0010E00001YaE2tQAF,Grünbär A.G.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Artherstrasse,,,6301,CH,Artherstrasse,,,6301,CH,+375 172227647,172228024,105426,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1026,,False,False,False,False,,0010E00001YaE2bQAF,ZG,KVG,False,Grünbär A.G.(105426),"Artherstrasse , 6301,CH",False,OTH,True,False,105426,,
0010E00001YaE2uQAF,Bucher Landtechnik AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Murzlenstrasse,,,8166,CH,Murzlenstrasse,,,8166,CH,18572211,448572488,104271,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1027,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Bucher Landtechnik AG(104271),"Murzlenstrasse , 8166,CH",False,OTH,True,False,104271,,
0010E00001YaE2vQAF,Serco Landtechnik AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Niedermattstrasse 25,,,4538,CH,Niedermattstrasse 25,,,4538,CH,326366666,326366667,102841,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1028,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Serco Landtechnik AG(102841),"Niedermattstrasse 25 , 4538,CH",False,OTH,True,False,102841,,
0010E00001YaE2wQAF,Dercomaq SpA (DMAQ),0120E000003Gdy4QAC,0010E00001YaE2bQAF,Avda America Vespucio 1838,,,8320000,CL,Avda America Vespucio 1838,,,8320000,CL,25601500,26036771,102905,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1029,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Dercomaq SpA (DMAQ)(102905),"Avda America Vespucio 1838 , 8320000,CL",False,OTH,True,False,102905,,
0010E00001YaE2xQAF,Costas Peros & Son Ltd,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Christaki Vizakou 14,,,7600,CY,Christaki Vizakou 14,,,7600,CY,24523542,24523543,105118,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1034,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Costas Peros & Son Ltd(105118),"Christaki Vizakou 14 , 7600,CY",False,OTH,True,False,105118,,
0010E00001YaE2yQAF,SOME JINDRICHUV HRADEC S.R.O,0120E000003Gdy4QAC,0010E00001YaE2bQAF,JAROSOVSKA 1267/11,,,377 01,CZ,JAROSOVSKA 1267/11,,,377 01,CZ,62508831,384320878,106560,CZK,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1035,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,SOME JINDRICHUV HRADEC S.R.O(106560),"JAROSOVSKA 1267/11 , 377 01,CZ",False,OTH,True,False,106560,,
0010E00001YaE2zQAF,Industrie und Agrarmaschinen Handel,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Invalidenstrasse,,,1030,AT,Invalidenstrasse,,,1030,AT,171295240,17129523,105566,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,743,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Industrie und Agrarmaschinen Handel(105566),"Invalidenstrasse , 1030,AT",False,OTH,True,False,105566,,
0010E00001YaE30QAF,Ekotechnika GmbH,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Johann-Jakob-Astor-Str.,,,69190,DE,Johann-Jakob-Astor-Str.,,,69190,DE,,,106439,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1076,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Ekotechnika GmbH(106439),"Johann-Jakob-Astor-Str. , 69190,DE",False,OTH,True,False,106439,,
0010E00001YaE31QAF,Agrotechnika GmbH.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Johann-Jakob-Astor-Str.49,,,69190,DE,Johann-Jakob-Astor-Str.49,,,69190,DE,6227358590,622735918,106424,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1092,,False,False,False,False,,0010E00001YaE2bQAF,,KVG,False,Agrotechnika GmbH.(106424),"Johann-Jakob-Astor-Str.49 , 69190,DE",False,OTH,True,False,106424,,
0010E00001YaE32QAF,Agrotec IMPEX GmbH,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Lise Meitner Str.,,,85716,DE,Lise Meitner Str.,,,85716,DE,2245610875,22459119218,106055,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,1110,,False,False,False,False,,0010E00001YaE2bQAF,9,KVG,False,Agrotec IMPEX GmbH(106055),"Lise Meitner Str. , 85716,DE",False,OTH,True,False,106055,,
0010E00001YaE33QAF,Heilongjiang Nongken Tianyang,0120E000003Gdy4QAC,,,,,150060,CN,,,,150060,CN,15004504573,45158862127,105555,EUR,False,KVG,0010E00001YaE33,Importer,6.0,True,False,False,41,,False,False,False,False,,,90,KVG,False,Heilongjiang Nongken Tianyang(105555),", 150060,CN",False,OTH,True,False,105555,,
0010E00001YaE34QAF,John Deere GmbH & Co. KG,0120E000003Gdy4QAC,,John Deere Strasse  2,,,76646,DE,John Deere Strasse  2,,,76646,DE,72519249,7251704333,100554,EUR,False,KVG,0010E00001YaE34,Importer,6.0,True,False,False,46,,False,False,False,False,,,8,KVG,False,John Deere GmbH & Co. KG(100554),"John Deere Strasse  2 , 76646,DE",False,OTH,True,False,100554,,
0010E00001YaE35QAF,CNH Case Corporation Pty. Ltd.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Kurrajong Avenue  31-67,,,2760,AU,Kurrajong Avenue  31-67,,,2760,AU,26737777,296734588,105392,EUR,False,KVG,0010E00001YaE2b,Importer,6.0,True,False,False,804,,False,False,False,False,,0010E00001YaE2bQAF,NSW,KVG,False,CNH Case Corporation Pty. Ltd.(105392),"Kurrajong Avenue  31-67 , 2760,AU",False,OTH,True,False,105392,,
0010E00001YaE36QAF,Moore Unidrill Ltd.,0120E000003Gdy4QAC,,33 Kirk Road,,,BT53 6PP,GB,33 Kirk Road,,,BT53 6PP,GB,2827664444,2827665696,102332,GBP,False,KVG,0010E00001YaE36,Importer,6.0,True,False,False,54,,False,False,False,False,,,,KVG,False,Moore Unidrill Ltd.(102332),"33 Kirk Road , BT53 6PP,GB",False,OTH,True,False,102332,,
0010E00001YaE37QAF,Claydon Yieldometer Ltd.,0120E000003Gdy4QAC,,"Gaines Hall, Wickhambrook",,,CB8 8YA,GB,"Gaines Hall, Wickhambrook",,,CB8 8YA,GB,1440820327,1440820642,106437,GBP,False,KVG,0010E00001YaE37,Importer,6.0,True,False,False,56,,False,False,False,False,,,,KVG,False,Claydon Yieldometer Ltd.(106437),"Gaines Hall, Wickhambrook , CB8 8YA,GB",False,OTH,True,False,106437,,
0010E00001YaE38QAF,A-K Maskiner A/S,0120E000003Gdy4QAC,,Dyrskueveien,,,2040,NO,Dyrskueveien,,,2040,NO,63940600,63940616,HA100100,NOK,False,KVG,0010E00001YaE38,Importer,8.0,True,False,False,65,,False,False,False,False,,,2,KVG,False,A-K Maskiner A/S(HA100100),"Dyrskueveien , 2040,NO",False,OTH,True,False,HA100100,,
