Id,Name,RecordTypeId,ParentId,BillingStreet,BillingCity,BillingState,BillingPostalCode,BillingCountry,ShippingStreet,ShippingCity,ShippingState,ShippingPostalCode,ShippingCountry,Phone,Fax,AccountNumber,CurrencyIsoCode,IsPartner,WOD_2__Business_Units__c,WOD_2__Ultimate_Parent_Account__c,WOD_2__Warranty_Account_Type__c,Account_Number_Length__c,Active__c,AutoRegistration__c,Extended_Auto_Registration__c,External_Id__c,First_Name__c,Is_CEBU__c,Is_Independent__c,Is_Manual__c,Is_TEBU__c,Public_Group_Id__c,Sales_Company__c,region__c,sourceBusinessUnit__c,Promotions__c,AccountName__c,Address__c,Auto_Registration_after_invoice__c,KubotaDistibutorCode__c,Is_Dealer__c,subscribe_To_Email__c,Account_Number__c,Secondary_Vendor__c
0010E00001YaE2cQAF,Kverneland Group Ravenna S.r.l.,0120E000003Gdy8QAC,,Via Alcide De Gasperi,,,48026,IT,Via Alcide De Gasperi,,,48026,IT,29219740,544586960,444,EUR,FALSE,KVG,0010E00001YaE2c,Sales Company,3,TRUE,FALSE,FALSE,30,,FALSE,FALSE,FALSE,FALSE,,,RA,KVG,FALSE,Kverneland Group Ravenna S.r.l.(444),"Via Alcide De Gasperi , 48026,IT",FALSE,OTH,FALSE,FALSE,444,
0010E00001YaE2dQAF,"OOO ""Kverneland Group Manufacturing",0120E000003Gdy8QAC,,"Zadoroznaya st.,",,,398048,RU,"Zadoroznaya st.,",,,398048,RU,,4746651507,399,RUB,FALSE,KVG,0010E00001YaE2d,Sales Company,3,TRUE,FALSE,FALSE,163183,,FALSE,FALSE,FALSE,FALSE,,,48,KVG,FALSE,"OOO ""Kverneland Group Manufacturing(399)","Zadoroznaya st., , 398048,RU",FALSE,OTH,FALSE,FALSE,399,
0010E00001YaE2eQAF,Kverneland Group Nieuw-Vennep bv,0120E000003Gdy8QAC,,Hoofdweg 1278,,,2153 LR,NL,Hoofdweg 1278,,,2153 LR,NL,252662244,252662173,133,EUR,FALSE,KVG,0010E00001YaE2e,Sales Company,3,TRUE,FALSE,FALSE,184216,,FALSE,FALSE,FALSE,FALSE,,,,KVG,FALSE,Kverneland Group Nieuw-Vennep bv(133),"Hoofdweg 1278 , 2153 LR,NL",FALSE,OTH,FALSE,FALSE,133,
0010E00001YaE2fQAF,Kverneland Agricultural Equipment,0120E000003Gdy8QAC,,"Plant on the East Side, No. 3,",,,163316,CN,"Plant on the East Side, No. 3,",,,163316,CN,,,449,EUR,FALSE,KVG,0010E00001YaE2f,Sales Company,3,TRUE,FALSE,FALSE,242959,,FALSE,FALSE,FALSE,FALSE,,,,KVG,FALSE,Kverneland Agricultural Equipment(449),"Plant on the East Side, No. 3, , 163316,CN",FALSE,OTH,FALSE,FALSE,449,
0010E00001YaE2gQAF,Kverneland Group Mechatronics BV,0120E000003Gdy8QAC,,Hoofdweg 1278,,,2153 LR,NL,Hoofdweg 1278,,,2153 LR,NL,252662244,252662246,302,EUR,FALSE,KVG,0010E00001YaE2g,Sales Company,3,TRUE,FALSE,FALSE,364335,,FALSE,FALSE,FALSE,FALSE,,,,KVG,FALSE,Kverneland Group Mechatronics BV(302),"Hoofdweg 1278 , 2153 LR,NL",FALSE,OTH,FALSE,FALSE,302,
0010E00001YaE2hQAF,Wout Hogervorst v.o.f.,0120E000003Gdy8QAC,,Schippersvaartweg 56,,,2211 TL,NL,Schippersvaartweg 56,,,2211 TL,NL,252434222,,107885,EUR,FALSE,KVG,0010E00001YaE2h,Sales Company,6,TRUE,FALSE,FALSE,295508,,FALSE,FALSE,FALSE,FALSE,,,,KVG,FALSE,Wout Hogervorst v.o.f.(107885),"Schippersvaartweg 56 , 2211 TL,NL",FALSE,OTH,FALSE,FALSE,107885,
0010E00001YaE2iQAF,Bouwman Tecnologia Agropecuaria,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Av.Prefeito Ronie Cardoso No 660,,,84174105,BR,Av.Prefeito Ronie Cardoso No 660,,,84174105,BR,422341108,4232341501,106043,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,902,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Bouwman Tecnologia Agropecuaria(106043),"Av.Prefeito Ronie Cardoso No 660 , 84174105,BR",FALSE,OTH,TRUE,FALSE,106043,
0010E00001YaE2jQAF,NB MAQUINAS LTDA,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"Rua Santa Teresinha, 921 - Prados",,,13973-900,BR,"Rua Santa Teresinha, 921 - Prados",,,13973-900,BR,1938639600,1936381540,105393,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,903,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,NB MAQUINAS LTDA(105393),"Rua Santa Teresinha, 921 - Prados , 13973-900,BR",FALSE,OTH,TRUE,FALSE,105393,
0010E00001YaE2kQAF,CNH America LLC,0120E000003Gdy4QAC,0010E00001YaE2bQAF,State Street,,,53404,US,State Street,,,53404,US,2626367438,7173554219,102985,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,157,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,WI,KVG,FALSE,CNH America LLC(102985),"State Street , 53404,US",FALSE,OTH,TRUE,FALSE,102985,
0010E00001YaE2lQAF,Kverneland Group Czech spol. s.r.o.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Kostalkova 1527,,,266 01,CZ,Kostalkova 1527,,,266 01,CZ,311636766,311621822,106039,CZK,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,680,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Kverneland Group Czech spol. s.r.o.(106039),"Kostalkova 1527 , 266 01,CZ",FALSE,OTH,TRUE,FALSE,106039,
0010E00001YaE2mQAF,Sapporo Overseas Consultant Co.Ltd.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Kita 4 JOH,,,060-0004,JP,Kita 4 JOH,,,060-0004,JP,112316547,112316595,102369,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,205,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Sapporo Overseas Consultant Co.Ltd.(102369),"Kita 4 JOH , 060-0004,JP",FALSE,OTH,TRUE,FALSE,102369,
0010E00001YaE2nQAF,PFG AUSTRALIA  PTY LTD,0120E000003Gdy4QAC,0010E00001YaE2bQAF,199 Australis Drive,,,3026,AU,199 Australis Drive,,,3026,AU,383533600,383533699,106050,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,209,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,VIC,KVG,FALSE,PFG AUSTRALIA  PTY LTD(106050),"199 Australis Drive , 3026,AU",FALSE,OTH,TRUE,FALSE,106050,
0010E00001YaE2oQAF,VICON Japan K.K,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku",,,330-0854,JP,"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku",,,330-0854,JP,484441073,248534123,105067,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,212,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,VICON Japan K.K(105067),"Mizuho BLD. I, Sakuragi-cho 1-170, Omiya-ku , 330-0854,JP",FALSE,OTH,TRUE,FALSE,105067,
0010E00001YaE2pQAF,NS-Agro Consulting D.o.o,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Felegi Tivadara 4/56,,,21000,RS,Felegi Tivadara 4/56,,,21000,RS,63561937,21531108,105592,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,213,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,NS-Agro Consulting D.o.o(105592),"Felegi Tivadara 4/56 , 21000,RS",FALSE,OTH,TRUE,FALSE,105592,
0010E00001YaE2qQAF,La Coop Fédérée,0120E000003Gdy4QAC,0010E00001YaE2bQAF,"4225, Bv. St. Joseph",,,G9A 5L9,CA,"4225, Bv. St. Joseph",,,G9A 5L9,CA,18193798551,18193796912,105079,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1020,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,QC,KVG,FALSE,La Coop Fédérée(105079),"4225, Bv. St. Joseph , G9A 5L9,CA",FALSE,OTH,TRUE,FALSE,105079,
0010E00001YaE2rQAF,Delta Agrar d.o.o,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Jurija Gagarina 12,,,11070,RS,Jurija Gagarina 12,,,11070,RS,2095119,2168604,105746,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,721,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Delta Agrar d.o.o(105746),"Jurija Gagarina 12 , 11070,RS",FALSE,OTH,TRUE,FALSE,105746,
0010E00001YaE2sQAF,OTT Landmaschinen AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Industriestrasse,,,3052,CH,Industriestrasse,,,3052,CH,319103010,319103019,106335,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1025,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,OTT Landmaschinen AG(106335),"Industriestrasse , 3052,CH",FALSE,OTH,TRUE,FALSE,106335,
0010E00001YaE2tQAF,Grünbär A.G.,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Artherstrasse,,,6301,CH,Artherstrasse,,,6301,CH,+375 172227647,172228024,105426,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1026,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,ZG,KVG,FALSE,Grünbär A.G.(105426),"Artherstrasse , 6301,CH",FALSE,OTH,TRUE,FALSE,105426,
0010E00001YaE2uQAF,Bucher Landtechnik AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Murzlenstrasse,,,8166,CH,Murzlenstrasse,,,8166,CH,18572211,448572488,104271,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1027,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Bucher Landtechnik AG(104271),"Murzlenstrasse , 8166,CH",FALSE,OTH,TRUE,FALSE,104271,
0010E00001YaE2vQAF,Serco Landtechnik AG,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Niedermattstrasse 25,,,4538,CH,Niedermattstrasse 25,,,4538,CH,326366666,326366667,102841,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1028,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Serco Landtechnik AG(102841),"Niedermattstrasse 25 , 4538,CH",FALSE,OTH,TRUE,FALSE,102841,
0010E00001YaE2wQAF,Dercomaq SpA (DMAQ),0120E000003Gdy4QAC,0010E00001YaE2bQAF,Avda America Vespucio 1838,,,8320000,CL,Avda America Vespucio 1838,,,8320000,CL,25601500,26036771,102905,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1029,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Dercomaq SpA (DMAQ)(102905),"Avda America Vespucio 1838 , 8320000,CL",FALSE,OTH,TRUE,FALSE,102905,
0010E00001YaE2xQAF,Costas Peros & Son Ltd,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Christaki Vizakou 14,,,7600,CY,Christaki Vizakou 14,,,7600,CY,24523542,24523543,105118,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1034,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Costas Peros & Son Ltd(105118),"Christaki Vizakou 14 , 7600,CY",FALSE,OTH,TRUE,FALSE,105118,
0010E00001YaE2yQAF,SOME JINDRICHUV HRADEC S.R.O,0120E000003Gdy4QAC,0010E00001YaE2bQAF,JAROSOVSKA 1267/11,,,377 01,CZ,JAROSOVSKA 1267/11,,,377 01,CZ,62508831,384320878,106560,CZK,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,1035,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,SOME JINDRICHUV HRADEC S.R.O(106560),"JAROSOVSKA 1267/11 , 377 01,CZ",FALSE,OTH,TRUE,FALSE,106560,
0010E00001YaE2zQAF,Industrie und Agrarmaschinen Handel,0120E000003Gdy4QAC,0010E00001YaE2bQAF,Invalidenstrasse,,,1030,AT,Invalidenstrasse,,,1030,AT,171295240,17129523,105566,EUR,FALSE,KVG,0010E00001YaE2b,Importer,6,TRUE,FALSE,FALSE,743,,FALSE,FALSE,FALSE,FALSE,,0010E00001YaE2bQAF,,KVG,FALSE,Industrie und Agrarmaschinen Handel(105566),"Invalidenstrasse , 1030,AT",FALSE,OTH,TRUE,FALSE,105566,
